per,h_p90.0_ranumber,h_p90.1_ranumber,h_p90.2_ranumber,h_p90.3_ranumber,h_p90.4_ranumber,h_p90.5_ranumber,h_p90.6_ranumber,h_p90.7_ranumber,h_p90.8_ranumber,h_p90.9_ranumber,h_p91.0_ranumber,h_p91.1_ranumber,h_p91.2_ranumber,h_p91.3_ranumber,h_p91.4_ranumber,h_p91.5_ranumber,h_p91.6_ranumber,h_p91.7_ranumber,h_p91.8_ranumber,h_p91.9_ranumber,h_p92.0_ranumber,h_p92.1_ranumber,h_p92.2_ranumber,h_p92.3_ranumber,h_p92.4_ranumber,h_p92.5_ranumber,h_p92.6_ranumber,h_p92.7_ranumber,h_p92.8_ranumber,h_p92.9_ranumber,h_p93.0_ranumber,h_p93.1_ranumber,h_p93.2_ranumber,h_p93.3_ranumber,h_p93.4_ranumber,h_p93.5_ranumber,h_p93.6_ranumber,h_p93.7_ranumber,h_p93.8_ranumber,h_p93.9_ranumber,h_p94.0_ranumber,h_p94.1_ranumber,h_p94.2_ranumber,h_p94.3_ranumber,h_p94.4_ranumber,h_p94.5_ranumber,h_p94.6_ranumber,h_p94.7_ranumber,h_p94.8_ranumber,h_p94.9_ranumber,h_p95.0_ranumber,h_p95.1_ranumber,h_p95.2_ranumber,h_p95.3_ranumber,h_p95.4_ranumber,h_p95.5_ranumber,h_p95.6_ranumber,h_p95.7_ranumber,h_p95.8_ranumber,h_p95.9_ranumber,h_p96.0_ranumber,h_p96.1_ranumber,h_p96.2_ranumber,h_p96.3_ranumber,h_p96.4_ranumber,h_p96.5_ranumber,h_p96.6_ranumber,h_p96.7_ranumber,h_p96.8_ranumber,h_p96.9_ranumber,h_p97.0_ranumber,h_p97.1_ranumber,h_p97.2_ranumber,h_p97.3_ranumber,h_p97.4_ranumber,h_p97.5_ranumber,h_p97.6_ranumber,h_p97.7_ranumber,h_p97.8_ranumber,h_p97.9_ranumber,h_p98.0_ranumber,h_p98.1_ranumber,h_p98.2_ranumber,h_p98.3_ranumber,h_p98.4_ranumber,h_p98.5_ranumber,h_p98.6_ranumber,h_p98.7_ranumber,h_p98.8_ranumber,h_p98.9_ranumber,h_p99.0_ranumber,h_p99.1_ranumber,h_p99.2_ranumber,h_p99.3_ranumber,h_p99.4_ranumber,h_p99.5_ranumber,h_p99.6_ranumber,h_p99.7_ranumber,h_p99.8_ranumber,h_p99.9_ranumber,area
30,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,558.0171428571429
31,6.122448979591837,6.122448979591837,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,5.510204081632653,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.673469387755102,3.0612244897959187,2.4489795918367343,2.4489795918367343,2.4489795918367343,2.4489795918367343,2.4489795918367343,2.4489795918367343,2.4489795918367343,2.4489795918367343,2.4489795918367343,1.836734693877551,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,0.6122448979591836,0.6122448979591836,0.6122448979591836,0.6122448979591836,0.6122448979591836,0.6122448979591836,0.0,0.0,0.0,0.0,569.4061224489795
32,14.516129032258064,14.516129032258064,14.032258064516128,14.032258064516128,14.032258064516128,13.064516129032258,13.064516129032258,13.064516129032258,13.064516129032258,13.064516129032258,13.064516129032258,13.064516129032258,12.580645161290324,12.580645161290324,12.580645161290324,12.580645161290324,12.580645161290324,12.580645161290324,12.580645161290324,12.580645161290324,12.096774193548386,12.096774193548386,11.612903225806452,11.612903225806452,11.612903225806452,10.161290322580644,10.161290322580644,10.161290322580644,10.161290322580644,10.161290322580644,9.67741935483871,9.67741935483871,9.67741935483871,9.67741935483871,9.193548387096774,9.193548387096774,9.193548387096774,9.193548387096774,9.193548387096774,9.193548387096774,9.193548387096774,8.70967741935484,8.70967741935484,8.70967741935484,8.70967741935484,8.70967741935484,8.70967741935484,8.70967741935484,8.70967741935484,8.70967741935484,8.70967741935484,8.225806451612902,7.741935483870968,7.741935483870968,7.741935483870968,7.741935483870968,7.741935483870968,7.258064516129032,6.774193548387097,6.774193548387097,6.774193548387097,6.290322580645162,5.806451612903226,5.322580645161291,5.322580645161291,5.322580645161291,5.322580645161291,5.322580645161291,5.322580645161291,4.838709677419355,4.838709677419355,4.838709677419355,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.3870967741935485,3.3870967741935485,2.903225806451613,2.903225806451613,2.903225806451613,2.4193548387096775,2.4193548387096775,2.4193548387096775,1.4516129032258065,1.4516129032258065,1.4516129032258065,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.0,0.0,2772.401612903226
33,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.9411764705882355,7.0588235294117645,7.0588235294117645,6.1764705882352935,6.1764705882352935,6.1764705882352935,6.1764705882352935,6.1764705882352935,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,5.294117647058824,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,2.647058823529412,2.647058823529412,2.647058823529412,2.647058823529412,2.647058823529412,2.647058823529412,2.647058823529412,2.647058823529412,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,0.0,0.0,0.0,1909.7558823529412
34,11.5,11.5,11.0,11.0,11.0,10.5,10.5,10.5,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,9.5,9.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0,8.0,8.0,8.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.5,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,317.315
35,7.741935483870968,7.741935483870968,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,6.774193548387097,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,5.806451612903226,4.838709677419355,4.838709677419355,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.68709677419355
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.73999999999998
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.83636363636361
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.725
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.6928571428572
40,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.5
41,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.0,366.94864864864866
42,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.9
43,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,5.555555555555555,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,3.333333333333333,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,494.4222222222223
44,7.7142857142857135,7.7142857142857135,7.7142857142857135,7.7142857142857135,7.7142857142857135,6.857142857142857,6.857142857142857,6.857142857142857,6.857142857142857,6.857142857142857,6.857142857142857,6.857142857142857,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,5.142857142857143,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,3.4285714285714284,3.4285714285714284,3.4285714285714284,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.9657142857143
45,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,3.4615384615384617,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,0.0,0.0,0.0,0.0,4817.6884615384615
46,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,7.5,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,2.5,2.5,2.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.0,541.55
47,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,7.857142857142858,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,5.7142857142857135,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.285714285714286,4.285714285714286,4.285714285714286,3.571428571428571,3.571428571428571,3.571428571428571,3.571428571428571,3.571428571428571,3.571428571428571,2.8571428571428568,2.8571428571428568,2.8571428571428568,1.4285714285714284,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.4642857142857
